Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Age
Low Fat,NCE30,212.6902,637.1706,Household,0.099053537,13.15,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDN21,159.8236,322.2472,Snack Foods,0.134564284,19.7,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDB52,256.7672,4346.3424,Dairy,0.030288215,15.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDA26,217.6482,3285.723,Dairy,0.073562475,14.3,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDD23,185.7898,2619.2572,Starchy Foods,0.048883854000000004,19.2,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDH57,131.3284,1318.2839999999999,Fruits and Vegetables,0.035893142999999995,16.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDO15,72.4038,221.7114,Meat,0.014998913999999999,13.15,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDY49,163.1184,4623.3152,Canned,0.012012071000000001,9.065,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDP20,127.102,1771.0279999999998,Fruits and Vegetables,0.045855272999999995,18.7,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRG11,109.1596,107.8596,Hard Drinks,0.14032811,13.65,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,DRJ59,38.7164,579.246,Hard Drinks,0.019402371,19.35,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDP34,155.463,4068.038,Snack Foods,0.0,8.895,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDY04,163.221,1794.3310000000001,Frozen Foods,0.042716709000000005,8.89,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDV11,173.6054,700.4216,Breads,0.08179476599999999,13.65,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDG20,176.0028,1239.7196,Fruits and Vegetables,0.12594281599999999,19.2,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCH55,127.902,2150.534,Household,0.0,13.650000246646012,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDV34,75.2038,517.3266,Snack Foods,0.011472001,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDT44,117.2466,2239.0854,Fruits and Vegetables,0.103146658,9.0,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDG35,173.8738,347.5476,Starchy Foods,0.012327847,18.25,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDG08,170.8764,2233.0932,Fruits and Vegetables,0.166032929,19.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDX52,194.982,3089.312,Frozen Foods,0.04224015,9.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCH54,160.792,3675.216,Household,0.072317217,17.6,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDU24,94.31200000000001,2516.724,Baking Goods,0.13948429199999998,5.19,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDW03,106.1306,2090.612,Meat,0.024536636,6.365,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDV01,153.4314,1861.5768,Canned,0.085296625,12.15,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDQ39,189.9846,6114.7072,Meat,0.080649685,10.895,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDA16,219.4456,3094.6384,Frozen Foods,0.0,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDO12,194.4452,5089.3752,Baking Goods,0.054930533,5.985,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDM44,103.899,1960.781,Fruits and Vegetables,0.031097947999999997,10.18128172954711,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDT03,185.2608,183.7608,Meat,0.016735879,10.766419693484776,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCQ18,99.67,2596.62,Household,0.134418705,13.3,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCL18,195.5136,1749.7224,Household,0.168266556,18.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCJ06,120.6782,1310.9602,Household,0.034646067,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCQ05,150.1708,2708.4744,Health and Hygiene,0.021639678,9.0,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDS35,64.6826,1097.9042,Breads,0.11144608,15.35,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCI18,222.3746,5609.365,Household,0.013956116000000001,19.7,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCO55,108.1938,428.7752,Others,0.152377658,8.572223838222143,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDW24,47.5034,534.6374,Baking Goods,0.037465846000000004,13.03099274509119,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCS05,133.7942,1722.4246,Health and Hygiene,0.020876485,15.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDO48,220.3456,1989.4104,Baking Goods,0.0268952,9.195,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDT35,167.6816,1845.5976,Breads,0.081916124,5.19,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,DRN11,144.6444,2467.4548,Hard Drinks,0.163233667,12.85,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDY57,96.9752,1725.7536,Snack Foods,0.121748174,16.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRE27,98.0726,1761.7068,Dairy,0.132939639,7.075,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDM24,152.8366,2871.5954,Baking Goods,0.079327367,8.935,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDX09,177.737,2117.244,Snack Foods,0.06519497099999999,19.7,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDY45,255.1356,3815.034,Snack Foods,0.026248606,19.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDF41,246.34599999999998,739.038,Frozen Foods,0.131921819,15.6,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDG05,155.263,625.852,Frozen Foods,0.0,7.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDF05,261.691,4207.856,Frozen Foods,0.026865808999999997,14.3,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDU19,172.0422,4828.3816,Fruits and Vegetables,0.046544984000000005,12.85,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRH39,75.867,2450.144,Dairy,0.092241348,11.968098197811527,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDP57,103.79899999999999,1135.1889999999999,Snack Foods,0.052740762999999996,18.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDE58,119.8124,1659.1736,Snack Foods,0.0,7.36,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRD15,233.6642,3950.1914,Dairy,0.05674865900000001,7.035,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDJ52,161.3578,1123.2046,Frozen Foods,0.017822936,19.2,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDS01,175.9686,5866.3638,Canned,0.017659068,20.5,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDZ47,97.2042,1686.4714,Baking Goods,0.07929647,6.783881583791942,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDG35,173.5738,1216.4166,Starchy Foods,0.007006883,17.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDY45,252.6356,2543.356,Snack Foods,0.026195131,8.895,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDY04,161.921,2120.573,Frozen Foods,0.042542484000000005,10.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDY47,131.031,1038.6480000000001,Breads,0.054474157999999995,8.905,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDE28,228.4668,3916.2356,Frozen Foods,0.0,8.645853559816349,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDJ27,101.5674,1629.8784,Meat,0.12237250400000001,7.5,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDH58,116.8834,2649.2182,Snack Foods,0.037148619,7.3,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCV42,111.0228,221.0456,Household,0.052593952,12.300000219666082,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCQ54,167.6474,3874.2902,Household,0.012593466999999999,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDL44,162.8894,647.1576,Fruits and Vegetables,0.012325121999999999,14.3,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDY50,89.7172,1605.9096,Dairy,0.131489269,7.36,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDR59,262.7594,7064.8038,Breads,0.064224789,14.3,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDH35,162.5526,986.7156,Starchy Foods,0.060589424,6.325,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDX08,179.3318,1263.0226,Fruits and Vegetables,0.022649892999999997,17.35,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDL20,111.9886,1445.4518,Fruits and Vegetables,0.128390273,18.7,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDB27,196.8768,1182.4608,Dairy,0.055476238,17.25,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDA56,120.8414,2071.3038,Fruits and Vegetables,0.008757492,13.062072905467412,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDV39,196.6426,5141.3076,Meat,0.007273831,13.3,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDU38,190.6504,575.2512,Dairy,0.144534212,10.0,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDT55,157.7946,1104.5622,Fruits and Vegetables,0.043743689,6.85,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDS24,87.2514,1505.3738,Baking Goods,0.062477955,7.035,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDS15,106.3596,2912.2092,Meat,0.078060601,17.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDF05,261.291,5522.811,Frozen Foods,0.026740767000000002,9.253256287157686,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRP47,252.9382,2775.7202,Hard Drinks,0.140821917,7.145,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDA25,101.999,619.194,Canned,0.068403271,17.7,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDA19,126.6994,256.9988,Fruits and Vegetables,0.0,12.85,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,NCM26,154.634,2297.01,Others,0.02312394,15.7,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDS46,118.1782,2621.9204,Snack Foods,0.047449835,7.36,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,DRH15,42.7428,790.9704,Dairy,0.11035900400000001,12.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCR05,197.5084,2976.1259999999997,Health and Hygiene,0.054620504,18.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCY17,44.1086,1115.215,Health and Hygiene,0.0,12.3,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDZ01,103.09899999999999,309.597,Canned,0.009051307,8.905,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDP31,65.7168,2237.0879999999997,Fruits and Vegetables,0.160722863,19.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDE57,141.0154,2694.4926,Fruits and Vegetables,0.03625493,10.1718946117488,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDZ44,116.0808,234.3616,Fruits and Vegetables,0.064824502,15.32080956802323,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCP53,236.6906,3089.9778,Health and Hygiene,0.033024328,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCA06,37.219,476.04699999999997,Household,0.143574191,9.31,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDP22,51.3666,1076.5986,Snack Foods,0.09933321699999999,17.25,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDW37,90.9488,633.8416,Canned,0.12475207,5.503634674903412,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCS30,127.3652,1549.9824,Household,0.093170838,12.85,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDB40,144.2102,4082.6856,Dairy,0.007538459,18.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDC51,122.87299999999999,3448.844,Dairy,0.009676286,17.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDC11,89.7172,1159.8236,Starchy Foods,0.141792841,7.3,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDC59,63.8168,958.752,Starchy Foods,0.05436436,18.7,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDE14,99.47,299.61,Canned,0.031573246,5.48,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCT41,150.6024,2428.8384,Health and Hygiene,0.055943697,17.1,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDP52,229.201,3215.8140000000003,Frozen Foods,0.0,19.35,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,DRA24,163.8868,327.5736,Soft Drinks,0.066831682,17.1,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDC40,79.3986,856.8846,Dairy,0.06516504599999999,6.695,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCA42,159.4604,3169.208,Household,0.0,12.15,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDT27,233.9616,1406.1696,Meat,0.069728296,17.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCW54,56.9588,744.3644,Household,0.09660879,7.145,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,DRB13,189.253,3605.3070000000002,Soft Drinks,0.007038478000000001,6.851155110431993,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDY02,264.091,262.991,Dairy,0.153456703,19.2,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDS59,110.65700000000001,2966.139,Breads,0.043982464000000006,11.843556226648968,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDR49,46.1376,383.5008,Canned,0.139202085,17.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDY40,50.9692,394.1536,Frozen Foods,0.08618464699999999,13.35,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDL48,48.7034,534.6374,Baking Goods,0.082250863,5.985,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,DRI01,173.1422,5000.8238,Soft Drinks,0.034286109,10.895,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDZ52,111.8886,1667.829,Frozen Foods,0.100482186,15.6,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDK32,152.4682,2439.4912,Fruits and Vegetables,0.049051717,15.35,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDK51,265.1884,5034.7796,Dairy,0.005230785999999999,7.145,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDP28,259.6936,2087.9488,Frozen Foods,0.08062523,14.3,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,DRZ24,120.844,2157.192,Soft Drinks,0.081787519,7.035,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDG04,185.1898,374.1796,Frozen Foods,0.010615026000000001,10.0,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDF58,64.551,1201.769,Snack Foods,0.009534758,9.31,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDI21,63.2168,1725.7536,Snack Foods,0.056602818,15.35,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDZ43,240.4512,7028.1848,Fruits and Vegetables,0.057047756,20.85,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDI57,195.0768,1970.7679999999998,Seafood,0.05410964,20.85,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDV03,153.6314,5274.4676,Meat,0.058209079000000004,17.25,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDT12,224.4062,225.7062,Baking Goods,0.083056555,15.25,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDF29,128.83100000000002,1817.634,Frozen Foods,0.020015391,5.985,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDU02,230.6352,5725.88,Dairy,0.102426197,15.7,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDD23,186.5898,5238.5144,Starchy Foods,0.048761223,8.895,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDN04,179.2344,2141.2128,Frozen Foods,0.0,13.35,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDG29,40.3454,796.9626,Frozen Foods,0.056281276,13.302780384133518,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDK51,266.6884,264.9884,Dairy,0.008762556,19.7,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDB53,147.6392,1938.8096,Frozen Foods,0.139669224,17.233824424553507,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRI23,158.4578,1444.1202,Hard Drinks,0.13797299300000002,10.914244545821079,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDP57,102.999,2992.7709999999997,Snack Foods,0.0,8.905,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDY57,95.3752,1150.5024,Snack Foods,0.12194009900000001,19.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCT42,149.9392,1491.392,Household,0.024926012999999997,9.065,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDZ21,95.641,1737.7379999999998,Snack Foods,0.039031927,9.3,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDC50,94.4094,1904.1879999999999,Canned,0.13727,9.982173464437068,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDT40,127.3678,508.6712,Frozen Foods,0.095989602,19.0,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDD50,170.4132,4396.9432,Canned,0.142443405,10.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,DRI23,161.7578,1604.578,Hard Drinks,0.137410256,10.86155764530112,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDQ46,113.5544,894.8352,Snack Foods,0.104400238,18.6,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCW06,190.8162,3271.0754,Household,0.0,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCX06,182.5976,1629.8784,Household,0.015750947,19.35,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCE19,54.6956,764.3384,Household,0.092937216,17.5,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDI60,64.751,126.50200000000001,Baking Goods,0.03828933,9.105361596874056,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDC47,228.1694,228.3694,Snack Foods,0.20816215600000001,10.195,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDE02,94.4778,2628.5784,Canned,0.121936216,6.85,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDE11,186.0924,3516.7556,Starchy Foods,0.135646297,7.145,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDP11,217.5166,653.1498,Breads,0.069240685,5.695,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDB08,160.3578,2406.867,Fruits and Vegetables,0.03127929,7.36,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDL48,46.8034,1069.2748,Baking Goods,0.08186804,7.560000068875652,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDH26,141.5496,1976.0944,Canned,0.034753686,16.2,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDI33,91.0146,1368.219,Snack Foods,0.028476451,12.15,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDQ26,57.8562,355.5372,Dairy,0.067872402,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDN03,250.9408,1001.3632,Meat,0.026420581000000002,17.0,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDO13,164.5526,1644.526,Breakfast,0.061183503,5.19,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCJ29,84.7224,1619.2256,Health and Hygiene,0.035247642,20.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDE52,88.9514,3453.5046,Dairy,0.02974207,12.85,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDA52,178.33700000000002,1411.496,Frozen Foods,0.128397995,18.7,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDF57,169.7448,3238.4512,Fruits and Vegetables,0.058918844000000005,6.695,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCO26,116.4492,2316.984,Household,0.07679167099999999,15.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,DRL59,55.1298,1240.3854,Hard Drinks,0.021220113,5.88,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDC60,88.8514,265.6542,Baking Goods,0.20042639999999998,7.3,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,DRD25,113.286,2716.4640000000004,Soft Drinks,0.07858962900000001,6.365,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDB26,52.56399999999999,639.168,Canned,0.031261582999999996,7.034316188480047,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDK51,265.8884,2649.884,Dairy,0.005235143,18.7,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDE53,106.32799999999999,852.2239999999999,Frozen Foods,0.027032204,13.3,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDV24,148.205,449.415,Baking Goods,0.172856719,7.93,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDI34,229.3668,2303.6679999999997,Snack Foods,0.08561751699999999,8.935,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDL36,88.28299999999999,89.883,Baking Goods,0.127334766,8.553736305375399,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCA54,178.7318,1263.0226,Household,0.036641597000000005,12.15,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDI38,208.5638,2277.7018,Canned,0.014656563999999999,10.424219897590127,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDG31,63.0826,322.913,Meat,0.037864853999999996,6.4,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDA21,186.3924,1295.6468,Snack Foods,0.036016619,5.88,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDI09,240.28799999999998,2396.88,Seafood,0.12953868,9.195,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDI20,210.6586,5487.5236,Fruits and Vegetables,0.038531668,18.25,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,DRI51,171.5764,4637.9628,Dairy,0.0,7.035,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,DRZ11,123.0388,1981.4208,Soft Drinks,0.112119359,7.93,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDY07,45.9402,872.8638,Fruits and Vegetables,0.0,9.365590900876512,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDC58,43.8428,175.7712,Snack Foods,0.041907414,8.89,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCC30,176.6344,1962.7784,Household,0.027556247000000002,13.15,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDY03,111.8202,2025.3636,Meat,0.07605848400000001,9.753455362743994,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDZ44,117.1808,1874.8928,Fruits and Vegetables,0.038729057000000004,5.765,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDP28,261.1936,2348.9424,Frozen Foods,0.080804019,10.0,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRD15,231.9642,3020.7346,Dairy,0.056884225,5.88,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDL08,243.9144,4655.2736,Fruits and Vegetables,0.050000257,5.48,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDP25,219.4824,1747.0592,Canned,0.021207518999999998,5.88,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRK59,232.9616,2812.3392,Hard Drinks,0.0,7.93,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRJ24,187.0924,1850.924,Soft Drinks,0.113307794,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDU33,45.1402,45.9402,Snack Foods,0.225476528,17.85,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDX47,157.5288,1571.2879999999998,Breads,0.034800079,9.065,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDR46,144.976,2783.0440000000003,Snack Foods,0.139301634,17.737947430511973,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDZ56,168.2474,3200.5006,Fruits and Vegetables,0.025612347999999997,6.4,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCO26,116.9492,2316.984,Household,0.077290355,9.081490136917648,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDV38,55.1956,491.3604,Dairy,0.1017546,13.545000962359238,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDL13,233.93,233.03,Breakfast,0.09426573699999999,15.35,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDD57,93.6094,476.04699999999997,Fruits and Vegetables,0.022380952000000003,14.098495236938309,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDE46,153.1366,3173.8686,Snack Foods,0.01575657,12.3,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDB28,196.3426,790.9704,Dairy,0.156307983,18.0,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDC41,77.367,153.134,Frozen Foods,0.195688803,18.7,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,DRI23,158.6578,3369.6138,Hard Drinks,0.13747519,15.25,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDL33,197.2452,2348.9424,Snack Foods,0.0,6.365,2004,OUT035,Tier 2,Small,Supermarket Type1,15
